Date,A/C Type,Location,Fatalities,Registration,detail.url,Flight Phase,Circumstances
"Oct 17, 2017",Cessna 208A Caravan,"Manaus, Amazonas",1,PR-MPE,http://www.baaa-acro.com/crash/crash-cessna-208a-caravan-i-near-manaus-1-killed,Landing (descent or approach),"The single engine aircraft was engaged in a local survey flight on behalf of Greenpeace Brazil. Upon landing on the Rio Negro area located in the Anavilhanas National Park, the airplane struck the water surface and crashed upside down before coming to rest partially submerged. The pilot and three passengers were rescued while a fourth passenger was killed. The aircraft was damaged beyond repair. Did the pilot raise the gear prior to landing ?"
"Oct 14, 2017",Antonov AN-26,"Abidjan, Lagunes",4,ER-AVB,http://www.baaa-acro.com/crash/crash-antonov-26-100-abidjan-4-killed,Takeoff (climb),"Shortly after takeoff from Abidjan-Félix Houphouët-Boigny Airport, while climbing in marginal weather conditions, the airplane stalled and crashed on a beach before coming to rest in shallow water. Six occupants were rescued while four crew members were killed, among them both pilots, all Moldovan citizens. The crew was performing a special cargo flight on behalf of the French Army, carrying materials intended to the 'Barkhane' anti-terrorist operation. Weather conditions were poor at the time of the accident with thunderstorm activity, rain falls and strong winds. It was also reported that the accident occurred during landing. Development will follow. "
"Oct 12, 2017",Embraer EMB-120 Brasília,"Cuilo, Lunda Norte",7,D2-FDO,http://www.baaa-acro.com/crash/crash-embraer-emb-120rt-brasilia-near-cuilo-7-killed,Flight,"The twin engine aircraft departed Dundo Airport at 1658LT bound for Luanda. About 15 minutes later, the crew reported engine problems and apparently one of them caught fire in flight. The airplane crashed shortly later near Cuilo, about 170 km southwest of Dundo. All seven occupants have been killed. "
"Oct 4, 2017",Cessna 401,"Lane, South Carolina",2,N401HH,http://www.baaa-acro.com/crash/crash-cessna-401b-near-lane-2-killed,Flight,"The pilot was apparently in a way to land on a private airstrip. While cruising at low height, the twin engine aircraft went out of control and crashed inverted in an open field located near Lane. The aircraft was destroyed by impact forces and a post crash fire and both occupants were killed. "
"Oct 4, 2017",De Havilland DHC-6 Twin Otter,"Male, North Central Province",0,8Q-ISB,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-300-male,Landing (descent or approach),"Upon landing in the seaplane base of Male-Velana Intl Airport, the airplane struck the water surface, came to rest upside down and sank few meters from the shore. All 17 occupants were rescued while the airplane seems to be written off. At the time of the accident, weather conditions were poor with cumulonimbus and rain falls. "
"Oct 4, 2017",PZL-Mielec AN-28,"Mezhdurechenskoye, Almaty Province",5,UP-A2807,http://www.baaa-acro.com/crash/crash-pzl-mielec-28-mezhdurechenskoye-5-killed,Flight,"The aircraft departed Almaty Airport at 1835LT on an ambulance mission to Shymkent, carrying two doctors, two pilots and one flight mechanic. Twelve minutes later, the twin engine aircraft crashed in flames near the village of Mezhdurechenskoye located about 25 km northwest of Almaty Airport. The aircraft was totally destroyed by impact forces and post crash fire and all five occupants were killed. "
"Sep 30, 2017",Antonov AN-12,"Kinshasa, Kinshasa City Province",12,EX-001,http://www.baaa-acro.com/crash/crash-antonov-12-near-kinshasa-12-killed,Flight,"The aircraft departed Kinshasa-N'Djili Airport on a flight to Bukavu, carrying ammunition and two vehicles. Few minutes after takeoff, the crew reported technical problems and received the permission to return for an emergency landing. Shortly later, control was lost and the airplane crashed in flames in a prairie located in Nsele, about 20 km northeast of the airport. The aircraft disintegrated on impact and all 12 occupants were killed. 
Information provided by the DRC Authorities are conflicting regarding the aircraft registration, the destination and the number of people on board. "
"Sep 26, 2017",Cessna 421B Golden Eagle II,"Stráž pod Ralskem, Liberec Region (Liberecký kraj)",2,OK-TKF,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-near-straz-pod-ralskem-2-killed,Flight,"While completing a regional flight from Příbram Airport, the twin engine aircraft went out of control and crashed in flames in a wooded area located near Stráž pod Ralskem. The aircraft was destroyed by a post crash fire and both occupants were killed. Development will follow."
"Sep 26, 2017",Rockwell Aero Commander 500,"Dabajuro, Falcón",1,HI-560,http://www.baaa-acro.com/crash/crash-rockwell-aero-commander-500-dabajuro-1-killed,Landing (descent or approach),"Apparently following technical issues, the pilot was forced to attempt an emergency landing at Dabajuro Airport. The twin engine aircraft crash landed near the runway and struck two motorcyclists. One of them was killed while the second was injured. The airplane was damaged beyond repair and the pilot was uninjured. "
"Sep 23, 2017",Mitsubishi MU-2 Marquise,"Ainsworth, Nebraska",1,N73MA,http://www.baaa-acro.com/crash/crash-mitsubishi-mu-2b-40-solitaire-ainsworth-1-killed,Takeoff (climb),"Shortly after takeoff from Ainsworth Airport, while climbing, the twin engine aircraft crashed in a field located two miles of the aerodrome. As the airplane failed to arrive at destination, the alert was given at 1334LT and the wreckage was found around 18h00. The pilot, sole on board, was killed. "
"Sep 21, 2017",Cessna 650 Citation VII,"Istanbul-Atatürk, Marmara Region (Marmara Bölgesi)",0,TC-KON,http://www.baaa-acro.com/crash/crash-cessna-650-citation-vii-istanbul,Landing (descent or approach),"The aircraft departed Atatürk Airport in Istanbul at 2105LT bound for Ercan with a crew of three and one passenger on board. Shortly after takeoff, an unexpected situation forced the crew to return for an emergency landing. After touchdown on runway 35L, the twin engine aircraft went out of control, veered off runway, struck a concrete ditch and came to rest in flames. All four occupants were evacuated safely while the aircraft was destroyed by a post crash fire. "
"Sep 10, 2017",Antonov AN-26,"Goma, Nord-Kivu",0,9S-AFL,http://www.baaa-acro.com/crash/crash-antonov-26b-goma,Landing (descent or approach),"Shortly after takeoff from Goma Airport, while on a cargo flight to Bunia, the crew reported technical problems with the right engine and obtained the permission to return for an emergency landing. The crew landed long (about half down the runway) and after touchdown, the airplane was unable to stop within the remaining distance, overran and while contacting lava ground, the right main gear and the nose gear collapsed. The airplane came to rest with its right wing bent and all four crew members evacuated safely. "
"Sep 6, 2017",Piper PA-31-310 Navajo,"Caernarfon, Gwynedd",1,N250AC,http://www.baaa-acro.com/crash/crash-piper-pa-31-310-navajo-caernarfon-1-killed,Landing (descent or approach),"On landing at Caernarfon Airport, the twin engine aircraft went out of control and came to rest upside down in flames. The pilot, sole on board, was killed. The aircraft was totally destroyed. "
"Sep 4, 2017",BAe 125,"Hato Viejo, Cojedes",2,-,http://www.baaa-acro.com/crash/crash-bae-125-700-near-hato-viejo-2-killed,Flight,"Crashed in unknown circumstances in the region of Hato Viejo, in the State of Cojedes. The aircraft was destroyed by a post crash fire and both pilots were killed. It was reported the flight was illegal and the airplane was involved in drug traffic. "
"Sep 2, 2017",PZL-Mielec AN-2,"Chernoye, Moscow oblast",2,RA-35171,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-chernoye-2-killed,Flight,"The pilot and his passenger were taking part to an airshow at Chernoye Aerodrome, celebrating the 70th anniversary of the Antonov AN-2. The pilot was completing a steep turn to the left to join the grassy runway when the airplane lost height and struck the ground with its left wing and crashed in flames. Both occupants were killed and the aircraft was totally destroyed. "
"Aug 28, 2017",Antonov AN-26,"Maban, Upper Nile (أعالي النيل)",0,EK-26006,http://www.baaa-acro.com/crash/crash-antonov-26b-maban,Landing (descent or approach),"After touchdown on runway 33 at Maban Airport, South Sudan, the airplane was unable to stop within the remaining distance and overran. It lost its undercarriage and came to rest in flames. All crew members were able to evacuate the cabin and were slightly injured while the aircraft was completely destroyed by fire. The crew was completing a cargo flight on behalf of the United Nations High Commissioner for Refugees (UNHCR). "
"Aug 19, 2017",Piper PA-61 Aerostar (Ted Smith 601),"Donegal Springs, Pennsylvania",0,N7108,http://www.baaa-acro.com/crash/crash-piper-pa-61p-aerostar-donegal-springs,Takeoff (climb),"Control was lost while taking off from Donegal Springs Airpark, Pennsylvania. The twin engine aircraft (owned by Kurt Heitmeier) veered off runway and lost its right main gear while contacting soft ground. The airplane came to rest by a cornfield with its right wing bent. The pilot, sole on board, was uninjured."
"Aug 19, 2017",Learjet 25,"Naiguatá, Vargas",5,YV3191,http://www.baaa-acro.com/crash/crash-learjet-25d-naiguata-5-killed,Flight,"The airplane departed Maiquetía-Símon Bolívar Airport at 0011LT for a 35 minutes flight to Barcelona. About five minutes after takeoff, while cruising at an altitude of 23,000 feet, the aircraft went out of control and plunged into the sea few km off Naiguatá, State of Vargas. It appeared the aircraft disintegrated on impact and few debris were found the next morning floating on water. All five occupants have been killed. "
"Aug 16, 2017",Let 410UVP,"Comayagua-Palmerola AFB, Comayagua",1,FAH-322,http://www.baaa-acro.com/crash/crash-let-410uvp-e3-comayagua-1-killed,Flight,"The crew was completing a local training flight at Comayagua-Palmerola AFB when the twin engine aircraft crashed in unclear circumstances onto a building. The captain was killed while the copilot and flight mechanic were injured. The aircraft was destroyed. 
Crew:
Cpt Olvin Emanuel Florez Meraz, pilot, †
Lt Cesar Augusto Banegas Corea, copilot,
Cdt Brayan Daniel Zavala Amaya, flight mechanic."
"Aug 14, 2017",Socata TBM-700,"Zemyo, Kansai",2,N702AV,http://www.baaa-acro.com/crash/crash-socata-tbm-700-zemyo-2-killed,Flight,"The single engine aircraft left Yao Airport at 1157LT bound for Fukushima. Few minutes later, the pilot reported an unexpected situation to ATC and requested the permission to return to Yao. Shortly later, the airplane went into a spin and crashed in flames in a dense wooded area located near the village of Zemyo. The airplane disintegrated on impact and both occupants were killed. "
"Aug 8, 2017",Piper PA-46 Malibu Meridian (Malibu Mirage),"Mainau Island, Baden-Württemberg",2,HB-PPH,http://www.baaa-acro.com/crash/crash-piper-pa-46-350p-malibu-mirage-mainau-island-2-killed,Flight,"The single engine airplane left Zurich Airport at 1134LT bound for Hamburg and continued to the northeast. After passing over the city of Konstanz at an altitude of 16,750 feet under IFR rules, the airplane went out of control and crashed into the Konstanz Lake, about 200 meters off Mainau Island. The wreckage was found 60 meters under water and both occupants have been killed. "
"Jul 29, 2017",Antonov AN-74,"São Tomé, Água Grande",0,UR-CKC,http://www.baaa-acro.com/crash/crash-antonov-74tk-100-sao-tome,Takeoff (climb),"During the takeoff roll on runway 29, a loud sound was heard on the right engine. The captain decided to abandon the takeoff procedure and started an emergency braking maneuver. Unable to stop within the remaining distance, the aircraft overran, run down a ravine and came to a halt, broken in two. All six crew members were evacuated, five of them were injured, one seriously. The fuselage broke in two just prior to the wings and the left wing broke in two as well. It appears also that the thrust reverser on the left engine failed to deploy. It was reported that the crew was forced to abandon the takeoff procedure after the aircraft collided with a flock of birds that hit the right engine. It is believed the crew was on his way back to Stavanger via Ghardaia and Luxembourg but this must be confirmed. "
"Jul 25, 2017",Britten-Norman Islander,"Eteringbang, Cuyuni-Mazaruni",1,8R-GRA,http://www.baaa-acro.com/crash/crash-britten-norman-bn-2a-26-islander-eteringbang-1-killed,Landing (descent or approach),"The pilot, sole on board, was performing a cargo flight from Ekereku to Eteringbang, carrying fuel for local miners. On final approach to the Eteringbang Airfield, the twin engine aircraft went out of control and crashed nose first in a dense wooded area located 200 meters short of runway. The pilot Collin Martin was killed. He was the Chief Pilot of Roraima Airways since 2015. "
"Jul 24, 2017",Mitsubishi MU-2 Marquise,"Buenos Aires-San Fernando, Buenos Aires City",3,LV-MCV,http://www.baaa-acro.com/crash/crash-mitsubishi-mu-2b-26a-marquise-near-san-fernando-3-killed,Takeoff (climb),"Shortly after takeoff from San Fernando Airport in Buenos Aires, while in initial climb, the crew was contacted by ATC about an apparent transponder issue. The crew failed to report and the aircraft disappeared after it apparently crashed north of the airfield, five minutes after its departure. More than one week later, the authorities did not find any trace of the aircraft nor the three occupants. It is believed the aircraft crashed into the delta of Paraná.
Crew:
Matías Ronzano,
Emanuel Vega.
Passenger:
Matías Aristi, son of the aircraft's owner. "
"Jul 18, 2017",Boeing 737-300,"Wamena, Special Region of Papua",0,PK-YGG,http://www.baaa-acro.com/crash/crash-boeing-737-301f-wamena,Landing (descent or approach),"The aircraft was performing a cargo flight from Timika, carrying a load of various goods, among them building materials. Following an uneventful approach, the airplane bounced twice upon landing on runway 15. It then veered off runway to the left and while contacting a soft ground, lost its both main gears before coming to rest on its belly with the right engine partially sheared off. All five crew members evacuated safely while the aircraft was considered as damaged beyond repair. "
"Jul 13, 2017",Piper PA-31 Cheyenne,"Tyler-Pounds, Texas",2,N47GW,http://www.baaa-acro.com/crash/crash-piper-pa-31t1-cheyenne-tyler-2-killed,Takeoff (climb),"Shortly after takeoff from Tyler-Pounds Regional Airport, the pilot encountered technical problems and lost control of the airplane that crashed in a pasture. The aircraft (owned by T-210 Holdings LLC) was destroyed upon impact and both occupants were killed. "
"Jul 10, 2017",Lockheed C-130 Hercules,"Itta Bena, Mississippi",16,165000,http://www.baaa-acro.com/crash/crash-lockheed-kc-130t-hercules-near-itta-bena-16-killed,Flight,"The aircraft left MCAS Cherry Point-Cunningham Field in the early afternoon for a refueling mission. En route, in unclear circumstances, the aircraft went out of control, dove into the ground and apparently crashed in a flat attitude in a soybeans field located 7 miles southwest of Itta Bena. The airplane was destroyed by impact forces and a post crash fire and all 16 occupants have been killed. They were en route to NAS El Centro, California. The aircraft was delivered in December 1992. "
"Jul 5, 2017",Pilatus PC-6 (Porter & Turbo Porter),"Wamena, Special Region of Papua",5,PK-RCX,http://www.baaa-acro.com/crash/crash-pilatus-pc-6b2-h4-turbo-porter-near-wamena-5-killed,Flight,"The single engine aircraft departed Wamena Airport at 1100LT with three passengers, two crew members and 508 kg of various goods. Ten minutes later, the airplane struck the slope of a mountain at an altitude of 2,300 meters. It was scheduled to arrive at Derakma at 1125LT. The wreckage was found a day later by the crew of a helicopter. All five occupants have been killed. At the time of the accident, VMC conditions prevailed. "
"Jul 4, 2017",Gulfstream GIII,"Punta Arenas, Nueva Esparta",9,YV2896,http://www.baaa-acro.com/crash/crash-gulfstream-giii-punta-arenas-9-killed,Flight,"While approaching the Island of Margarita, en route from Maiquetía-Simon Bolivar Airport to Porlamar, the crew encountered control difficulties and informed ATC about hydraulic issues. The crew performed a rapid descent to 3,000 feet apparently to ditch the aircraft when it crashed into the sea about 16 km west off Punta Arenas. It is believed the aircraft disintegrated on impact and only few debris were found floating on water. No trace of any survivors."
"Jul 3, 2017",Cessna 208B Grand Caravan,"Alpine-Casparis, Texas",0,N9714B,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-alpine,Takeoff (climb),"Shortly after takeoff from Alpine-Casparis Municipal Airport, while on a cargo flight to Midland on behalf of UPS; the pilot encountered problems with the engine and elected to return for a safe landing. Shortly later, the airplane struck power cables and crashed in a field. The pilot was able to walk away and was uninjured while the aircraft was damaged beyond repair. "
"Jul 1, 2017",Cessna 421C Golden Eagle III,"Catawba, Wisconsin",6,N2655B,http://www.baaa-acro.com/crash/crash-cessna-421c-golden-eagle-iii-catawba-6-killed,Flight,"The twin engine aircraft departed Waukegan, Illinois, in the evening, bound for Winnipeg, carrying six people en route to a fishing camp for the weekend. While cruising by night, it appears the pilot encountered problems with weather conditions and was in contact with ATC when control was lost. The airplane struck a road and eventually crashed in a wooded area located 13 miles southwest of the Phillips-Price County Airport, Wisconsin. The aircraft disintegrated on impact and all six occupants have been killed. "
"Jun 27, 2017",PZL-Mielec AN-2,"Kilia, Odessa Oblast",0,UR-19717,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-kilia,Flight,"The crew was performing a crop spraying mission when the engine lost power. The crew elected to make an emergency landing when the aircraft crash landed in a plantation. While the captain was unhurt, the copilot was slightly injured. The aircraft is apparently a write off. "
"Jun 26, 2017",Cessna 207 Skywagon/Stationair,"Vinalhaven, Maine",0,N207GM,http://www.baaa-acro.com/crash/crash-cessna-207-stationair-vinalhaven,Takeoff (climb),"The pilot reported that the approach appeared normal, but during the landing on the 1,500 feet long gravel strip, the airplane firmly struck the runway and bounced. He added that the bounce was high and that the remaining runway was too short to correct the landing with power. The pilot chose to go around, applying full power and 20° of flaps for the balked landing procedure. During the climb, the airplane drifted left toward 50-ft-tall trees about 150 ft from the departure end of the runway. Unable to climb over the trees, the airplane struck the tree canopy, the nose dropped, and the pilot instinctively reduced power as the airplane descended through the trees and impacted terrain. The wings and fuselage were substantially damaged. The pilot reported no preimpact mechanical failures or malfunctions with the airplane that would have precluded normal operation."
"Jun 13, 2017",Beechcraft 90 King Air,"Ruidoso-Sierra Blanca, New Mexico",2,N48TA,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-e90-ruidoso-2-killed,Takeoff (climb),"Shortly after takeoff from Ruidoso-Sierra Blanca Regional Airport, while climbing by night, the twin engine aircraft went out of control and crashed in flames. Both occupants, a father and his son aged 13 were killed. The airplane was destroyed by impact forces and a post crash fire. "
"Jun 7, 2017",Shaanxi Y-8,"Andaman Sea, All World",122,5820,http://www.baaa-acro.com/crash/crash-shaanxi-y-8f-200w-andaman-sea-122-killed,Flight,"The aircraft left Mergui (Myeik) Airport at 1306LT bound for Yangon, carrying soldiers and their family members. While cruising at an altitude of 18,000 feet in good weather conditions, radar contact was lost with the airplane that went out of control and crashed in unknown circumstances into the Andaman Sea at 1335LT. SAR operations were conducted and first debris were found at the end of the afternoon about 218 km off the city of Dawei, according of the Myanmar Army Chief of Staff. It is believed that none of the occupants survived the crash. Brand new, the aircraft has been delivered to the Myanmar Air Force in March 2016. The Shaanxi Y-8 is a Chinese version of the Antonov AN-12 built post 2010. The tail of the aircraft was found a week later and both CFR and DFDR were recovered and transmitted to the Army for further investigations. "
"Jun 3, 2017",Fokker F27 Friendship,"Garbaharey, Geedo (جوبا الوسطى‎)",0,5Y-FMM,http://www.baaa-acro.com/crash/crash-fokker-f27-friendship-600-garbaharey,Landing (descent or approach),"The crew was completing a humanitarian flight from Dolow on behalf of the World Food Program. On final approach, the right main gear hit a two meters high concrete wall. On touchdown, the right main gear collapsed, causing the right wing and the right engine to hit the runway surface. While the right wing was partially sheared off, the right engine caught fire. The airplane skidded for dozen yards before coming to rest in flames. All four crew members were able to evacuate safely while the aircraft was damaged beyond repair."
"May 31, 2017",Cessna 421A Golden Eagle I,"Buenos Aires-Ezeiza-Ministro Pistarini, Buenos Aires City",0,LQ-JLY,http://www.baaa-acro.com/crash/crash-cessna-421a-golden-eagle-i-buenos-aires,Landing (descent or approach),"The crew departed El Palomar Airbase in Buenos Aires on a short flight to Buenos Aires-Ezeiza-Ministro Pistarini Airport. On approach, an engine failed. The pilot elected to make an emergency landing when the aircraft crashed in flames in a field located near Canning, about 9 km short of runway 35 threshold. All three crew members were injured while the aircraft was partially destroyed by fire. "
"May 30, 2017",PZL-Mielec AN-28,"Bajura, Seti",1,NA-048,http://www.baaa-acro.com/crash/crash-pzl-mielec-m28-05-skytruck-bajura-1-killed,Landing (descent or approach),"The crew was performing a flight from Surkhet to Simikot but was unable to land at Simikot due to high winds and diverted to Bajura Airstrip. Upon arrival, the twin engine aircraft missed the runway, crashed and came to rest upside down. The captain was killed while both other crew members were seriously injured. "
"May 30, 2017",Antonov AN-26,"Balashov, Saratov oblast",1,RF-36160,http://www.baaa-acro.com/crash/crash-antonov-26-balashov-1-killed,Landing (descent or approach),"The crew was performing a local training mission at Balashov Airfield, in the region of Saratov. On final approach, the airplane went out of control and crashed in flames in a field located 150 meters short of runway threshold. A crew member was killed while five others were injured. The aircraft was destroyed by a post crash fire. It was reported by local military authorities that the accident may have been caused by an engine failure. The airplane had the dual registration RF-36160 and 79 red.
Crew:
Cpt Y. Tereshin, 
Maj S. Rodionov, 
Ens Frolov,
P. Halaimov, 
I. Makhmoudov,
M. Artemiev. †"
"May 30, 2017",Cessna 441 Conquest,"Renmark, South Australia",3,VH-XMJ,http://www.baaa-acro.com/crash/crash-cessna-441-conquest-ii-renmark-3-killed,Takeoff (climb),"Shortly after takeoff from runway 25 at Renmark Airport, while in initial climb, the twin engine aircraft went out of control and crashed in a desert area located 4 km west of the airfield. The aircraft was destroyed and all three crew members were killed. They were performing a training mission (check flight) from Adelaide to Renmark and back. "
"May 27, 2017",Let 410UVP,"Lukla-Tenzing-Hillary, Sagarmatha",2,9N-AKY,http://www.baaa-acro.com/crash/crash-let-410uvp-e20-lukla-2-killed,Landing (descent or approach),"On final approach to Lukla-Tenzing Hillary Airport while completing a cargo flight from Kathmandu, the twin engine aircraft hit the ground and crashed into a ravine adjacent to runway 06 threshold. The captain was killed while the copilot and the stewardess were injured. The aircraft was destroyed. At the time of the accident, the visibility was reduced due to foggy conditions. Summit Air is the new name given to ex-Goma Air. A day after the crash, the copilot died from his injuries. 
Crew:
Paras Kumar Rai, pilot, †
Srijan Manandhar, copilot, †
Pragya Maharjan, stewardess. "
"May 24, 2017",De Havilland DHC-6 Twin Otter,"Perris Valley, California",0,N708PV,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-300-perris-valley,Landing (descent or approach),"The pilot of the twin-engine, turbine-powered airplane reported that, while providing flights for skydivers throughout the day, he had a potential new hire pilot flying with him in the right seat. He added that, on the eighth flight of the day, the new pilot was flying during the approach and ""approximately 200 feet south from the threshold of [runway] 15 at approximately 15 feet AGL [above ground level] the bottom violently and unexpectedly dropped out. [He] believe[d] some kind of wind shear caused the aircraft [to] slam onto [the] runway and bounce into the air at a 45 to 60-degree bank angle to the right."" The prospective pilot then said, ""you got it."" The pilot took control of the airplane and initiated a go-around by increasing power, which aggravated the ""off runway heading."" The right wing contacted the ground, the airplane exited the runway to the right and impacted a fuel truck, and the right wing separated from the airplane. The impact caused the pilot to unintentionally add max power, and the airplane, with only the left engine functioning, ground looped to the right, coming to rest nose down."
"May 17, 2017",Learjet 25,"Toluca, México",2,XA-VMC,http://www.baaa-acro.com/crash/crash-learjet-25b-toluca-2-killed,Takeoff (climb),"Less than one minute after takeoff from runway 15 at Toluca-Licendiado Adolfo López Mateos Airport, while climbing, the twin engine airplane went out of control and crashed in flames in a wasteland located about 200 meters past the runway end. The aircraft was destroyed upon impact and a fire erupted. Both crew members were killed. "
"May 15, 2017",Beechcraft 350 Super King Air,"Assabu, Hokkaidō",4,23057,http://www.baaa-acro.com/crash/crash-beechcraft-lr-2-hayabusa-near-assabu-4-killed,Landing (descent or approach),"The crew left Sapporo-Okadama Airport at 1123LT bound for Hakodate to evacuate a patient. While descending at an altitude of 3,000 feet in poor weather conditions (low clouds and rain showers), the airplane registered 23057 (JG-3057) disappeared from radar screens after it struck a mountain located near Assabu, about 40 km northwest of Hakodate Airport. All four occupants were killed. The Beechcraft LR-2 Hayabusa is a version of the Super King Air 350. "
"May 15, 2017",Learjet 35,"Teterboro, New Jersey",2,N452DA,http://www.baaa-acro.com/crash/crash-learjet-35a-teterboro-2-killed,Landing (descent or approach),"On final approach to Teterboro Airport, while on a positioning flight from Philadelphia, the airplane went out of control and crashed in flames in an industrial area located about 0,6 mile short of runway 01 threshold. The aircraft was destroyed by impact forces and a post crash fire and several vehicles and buildings were destroyed as well. Both crew members were killed. At the time of the accident, weather conditions were considered as good with wind from 350 gusting up to 30 knots. It was captured on a camera that the aircraft was in a 90° right bank and nose down attitude at the time of impact. "
"May 15, 2017",Mitsubishi MU-2 Marquise,"Eleuthera Island, All Bahamas",4,N220N,http://www.baaa-acro.com/crash/crash-mitsubishi-mu-2b-40-marquise-eleuthera-island-4-killed,Flight,"The commercial pilot and three passengers were making a personal cross-country flight over ocean waters in the MU-2B airplane. During cruise flight at flight level (FL) 240, the airplane maintained the same relative heading, airspeed, and altitude for about 2.5 hours before radar contact was lost. While the airplane was in flight, a significant meteorological information notice was issued that warned of frequent thunderstorms with tops to FL440 in the accident area at the accident time. Satellite imagery showed cloud tops in the area were up to FL400. Moderate or greater icing conditions and super cooled large drops (SLD) were likely near or over the accident area at the accident time. Although the wreckage was not located for examination, the loss of the airplane's radar target followed by the identification of debris and a fuel sheen on the water below the last radar target location suggests that the airplane entered an uncontrolled descent after encountering adverse weather and impacted the water. Before beginning training in the airplane about 4 months before the accident, the pilot had 21 hours of multi engine experience accumulated during sporadic flights over 9 years. Per a special federal aviation regulation, a pilot must complete specific ground and flight training and log a minimum of 100 flight hours as pilot-in-command (PIC) in multi engine airplanes before acting as PIC of a MU-2B airplane. Once the pilot began training in the airplane, he appeared to attempt to reach the 100-hour threshold quickly, flying about 50 hours in 1 month. These 50 hours included about 40 hours of long, cross-country flights that the flight instructor who was flying with the pilot described as ""familiarization flights"" for the pilot and ""demonstration flights"" for the airplane's owner. The pilot successfully completed the training required for the MU-2B, and at the time of the accident, he had accumulated an estimated 120 hours of multi engine flight experience of which 100 hours were in the MU-2B. Although an MU-2B instructor described the pilot as a good, attentive student, it cannot be determined if his training was ingrained enough for him to effectively apply it in an operational environment without an instructor present. Although available evidence about the pilot's activities suggested he may not have obtained adequate restorative sleep during the night before the accident, there was insufficient evidence to determine the extent to which fatigue played a role in his decision making or the sequence of events.The pilot's last known weather briefing occurred about 8 hours before the airplane departed, and it is not known if the pilot obtained any updated weather information before or during the flight. Sufficient weather information (including a hazardous weather advisory provided by an air traffic control broadcast message about 25 minutes before the accident) was available for the pilot to expect convective activity and the potential for icing along the accident flight's route; however, there is no evidence from the airplane's radar track or the pilot's communications with air traffic controllers that he recognized or attempted to avoid the convective conditions or exit icing conditions."
"May 5, 2017",Short 330,"Charleston-Yaeger (Kanawha), West Virginia",2,N334AC,http://www.baaa-acro.com/crash/crash-short-330-200-charleston-2-killed,Landing (descent or approach),"The crew departed Louisville, Kentucky, at 0541LT on a cargo flight to Charleston on behalf of UPS. Upon landing on runway 05, the left wing touched the runway surface 340 feet past the runway threshold, veered off runway to the left 300 feet farther and came to rest in a wooded area located 100 feet below the runway. The main fuselage, tail and right wing are all together about 100 feet down the slope from the runway in a hollow of trees. The front part of the aircraft is pointing down the hill toward Barlow Drive. It’s laying on its left side with the right wing folded over the top. The aircraft was destroyed and both crew members were killed. It was reported that the aircraft was not equipped with CVR & FDR recording systems. "
"May 3, 2017",Piper PA-31-310 Navajo,"Colton, New York",1,C-GQAM,http://www.baaa-acro.com/crash/crash-piper-pa-31-310-navajo-c-near-colton-1-killed,Flight,"The pilot was completing a flight from Quebec-Jean Lesage Airport to Montreal-Saint-Hubert and was sole on board. Enroute, the twin engine aircraft crashed in unknown circumstances in a dense wooded area located near Colton, New York. The aircraft was destroyed on impact and the sole occupant was killed. "
"May 1, 2017",Cessna 208B Grand Caravan,"Chignik, Alaska",1,N803TH,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-near-chignik-1-killed,Flight,"while cruising at an altitude of 3,000 feet on a flight from Port Heiden to Perryville, the single engine aircraft hit the slope of a mountain located near Chegnik. The wreckage was localized four hours later and the pilot was killed in the accident. "
"May 1, 2017",Cessna 208B Grand Caravan,"Bogotá-Guaymaral, Bogotá Capital District",8,EJC-1130,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-near-guaymaral-8-killed,Landing (descent or approach),"The single engine aircraft was performing a short flight from Tolemaida AFB to Guaymaral Airport in Bogotà. While descending from the west, the aircraft hit trees and crashed on the slope of Cerro Manjui, about 5 km west of the airfield. All eight occupants, among them three civilians, were killed."
"Apr 30, 2017",Piper PA-31-310 Navajo,"Schefferville, Quebec",2,C-FQQB,http://www.baaa-acro.com/crash/crash-piper-pa-31-310-navajo-near-schefferville-2-killed,Flight,"The crew was flying over the territory bordering the Caniapiscau River on a geological mission on behalf of Geo Data Solution (GDS), a subcontractor of the Ministry of Natural Resources of Canada, looking for metals in the soils. Following an uneventful flight, the crew was returning to Schefferville Airport when the twin engine aircraft crashed in unknown circumstances in a snow covered field located north of the city. The wreckage was found few hours later and both occupants were killed. According to preliminary report, the left engine hit power cables that were found twisted around the left propeller. "
"Apr 29, 2017",Antonov AN-26,"San Cristobal, Artemisa",8,CU-T1406,http://www.baaa-acro.com/crash/crash-antonov-26-near-san-cristobal-8-killed,Flight,"The plane left Playa Baracoa Airport at 0638LT bound to the southwest. Later, it crashed on the slope of Mt Loma de la Pimienta located about six km north of San Cristóbal, province of Artemisa. All eight crew members were killed. Owned by Aerogaviota, the airplane was operated by the Cuban Air Force (Fuerzas Armadas Revolucionarias) under flight code FAR1436.  "
