Date,A/C Type,Location,Fatalities,Registration,detail.url
"May 3, 2013",Boeing KC-135 Stratotanker,"Chorgolu, Chuy Province",3,63-8877,http://www.baaa-acro.com/crash/crash-boeing-kc-135r-near-chorgolu-3-killed
"May 2, 2013",Grumman G-44 Widgeon,"Catskill, New York",1,N8AS,http://www.baaa-acro.com/crash/crash-grumman-g-44-widgeon-catskill-1-killed
"Apr 30, 2013",Beechcraft 300 Super King Air,"Zacatecas, Zacatecas",6,XC-LMW,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-300-zacatecas-6-killed
"Apr 29, 2013",Boeing 747-400,"Bagram AFB, Parwan",7,N949CA,http://www.baaa-acro.com/crash/crash-boeing-747-428bcf-bagram-afb-7-killed
"Apr 27, 2013",Beechcraft MC-12W Liberty,"Kandahar, Kandahar",4,09-0676,http://www.baaa-acro.com/crash/crash-beechcraft-mc-12w-204-km-ne-kandahar-4-killed
"Apr 26, 2013",Socata TBM-700,"Rotenburg, Hesse",4,D-FERY,http://www.baaa-acro.com/crash/crash-socata-tbm-700b-rotenburg-4-killed
"Apr 17, 2013",De Havilland DHC-6 Twin Otter,"Sam Neua, Houaphan Province",0,RDPL-34180,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-300-sam-neua
"Apr 13, 2013",Boeing 737-800,"Denpasar, Bali",0,PK-LKS,http://www.baaa-acro.com/crash/crash-boeing-737-8gp-bali
"Apr 7, 2013",Beechcraft 1900C,"São Tomé, Água Grande",1,ZS-PHL,http://www.baaa-acro.com/crash/crash-beechcraft-1900c-1-sao-tome-1-killed
"Apr 6, 2013",Cessna 421B Golden Eagle II,"Morelia, Michoacán",0,XB-LBY,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-morelia
"Apr 5, 2013",Cessna 414 Chancellor,"Hammonton, New Jersey",0,N37480,http://www.baaa-acro.com/crash/crash-cessna-414a-chancellor-hammonton
"Apr 4, 2013",Cessna 402,"Mayaguana, Mayaguana",3,C6-BGJ,http://www.baaa-acro.com/crash/crash-cessna-402c-ii-mayaguana-3-killed
"Mar 29, 2013",Beechcraft 90 King Air,"Bordeaux, Gironde",0,N90KH,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90-sainte-radegonde
"Mar 23, 2013",PZL-Mielec AN-2,"Ust-Labinsk, Krasnodar Krai",1,RA-02203,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-vostochnaya-1-killed
"Mar 17, 2013",Raytheon 390 Premier I,"South Bend, Indiana",2,N26DK,http://www.baaa-acro.com/crash/crash-raytheon-390-premier-i-south-bend-2-killed
"Mar 15, 2013",Piper PA-31 Cheyenne,"Fort Lauderdale-Hollywood, Florida",3,N63CA,http://www.baaa-acro.com/crash/crash-piper-pa-31t-cheyenne-fort-lauderdale-3-killed
"Mar 12, 2013",Embraer EMB-821 Carajá,"Almeirim, Pará",10,PT-VAQ,http://www.baaa-acro.com/crash/crash-embraer-emb-821-caraja-almeirim-10-killed
"Mar 8, 2013",Beechcraft 1900C,"Dillingham, Alaska",2,N116AX,http://www.baaa-acro.com/crash/crash-beechcraft-1900c-near-dillingham-2-killed
"Mar 6, 2013",Beechcraft 200 Super King Air,"Pias, La Libertad",9,OB-1992-P,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-b200-pias-9-killed
"Mar 6, 2013",Partenavia P.68,"Roskilde, Sjælland",2,OY-CAG,http://www.baaa-acro.com/crash/crash-partenavia-p68-observer-roskilde-2-killed
"Mar 4, 2013",Raytheon 390 Premier I,"Annemasse, Haute-Savoie",2,VP-CAZ,http://www.baaa-acro.com/crash/crash-raytheon-390-premier-i-annemasse-2-killed
"Mar 4, 2013",Fokker 50,"Goma, Nord-Kivu",7,9Q-CBD,http://www.baaa-acro.com/crash/crash-fokker-50-goma-7-killed
"Mar 2, 2013",PZL-Mielec AN-2,"Rybinsk, Yaroslavl oblast",0,RF-01024,http://www.baaa-acro.com/crash/crash-pzl-mielec-2t-rybinsk
"Feb 28, 2013",Let 410UVP,"Wau, Western Bahr el Ghazal (غرب بحر الغزال)",0,LZ-CCJ,http://www.baaa-acro.com/crash/crash-let-410uvp-e9-wau
"Feb 21, 2013",Pilatus PC-6 (Porter & Turbo Porter),"Santa Lucia AFB, Los Reyes Acozac, México",2,3303,http://www.baaa-acro.com/crash/crash-pilatus-pc-6-turbo-porter-santa-lucia-afb-2-killed
"Feb 20, 2013",Raytheon 390 Premier I,"Thomson, Georgia",5,N777VG,http://www.baaa-acro.com/crash/crash-raytheon-390-premier-i-thomson-5-killed
"Feb 13, 2013",Antonov AN-24,"Donetsk, Donetsk Oblast",5,UR-WRA,http://www.baaa-acro.com/crash/crash-antonov-24-donetsk-5-killed
"Feb 11, 2013",Boeing 737-300,"Muscat, All Oman",0,AP-BEH,http://www.baaa-acro.com/crash/crash-boeing-737-33a-muscat
"Feb 11, 2013",Casa-Nurtanio CN235 (IPTN),"Monrovia, Montserrado",11,3X-GGG,http://www.baaa-acro.com/crash/crash-casa-cn235-220-monrovia-11-killed
"Feb 7, 2013",PZL-Mielec AN-2,"Zhytomyr, All Ukraine",0,UR-54853,http://www.baaa-acro.com/crash/crash-pzl-mielec-2-zhytomyr
"Feb 6, 2013",Airbus A320,"Tunis, Tunis Governorate (ولاية تونس‎)",0,TS-IMB,http://www.baaa-acro.com/crash/crash-airbus-a320-211-tunis
"Feb 6, 2013",Airbus A320,"Tunis, Tunis Governorate (ولاية تونس‎)",0,TS-IMB,http://www.baaa-acro.com/crash/crash-airbus-a320-211-tunis
"Feb 3, 2013",Beechcraft 90 King Air,"Cândido Mota, São Paulo",5,PP-AJV,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90a-candido-mota-5-killed
"Feb 2, 2013",ATR72-500,"Rome, Lazio",0,YR-ATS,http://www.baaa-acro.com/crash/crash-atr72-500-rome
"Jan 29, 2013",Canadair RegionalJet CRJ-200,"Almaty, Almaty Province",21,UP-CJ006,http://www.baaa-acro.com/crash/crash-canadair-regionaljet-crj200er-almaty-21-killed
"Jan 23, 2013",De Havilland DHC-6 Twin Otter,"Antarctica, All Antarctica",3,C-GKBC,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-6-twin-otter-300-antarctica-3-killed
"Jan 17, 2013",Piper PA-31-350 Navajo Chieftain,"Tuxtla Gutierrez, Chiapas",8,XB-EZY,http://www.baaa-acro.com/crash/crash-piper-pa-31-35-navajo-cr-tuxtla-gutierrez-8-killed
"Jan 16, 2013",Pilatus PC-12,"Burlington, North Carolina",1,N68PK,http://www.baaa-acro.com/crash/crash-pilatus-pc-1245-burlington-1-killed
"Jan 15, 2013",Cessna 208B Grand Caravan,"Pellston, Michigan",1,N1120N,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-pellston-1-killed
"Jan 4, 2013",Britten-Norman Islander,"Los Roques, Los Roques Federal Dependencies",6,YV2615,http://www.baaa-acro.com/crash/crash-britten-norman-bn-2a-27-los-roques-6-killed
"Jan 2, 2013",Saab 340,"Mendoza, Mendoza",0,LV-BMD,http://www.baaa-acro.com/crash/crash-saab-340a-mendoza
"Dec 31, 2012",BAe Jetstream 31,"San Pedro Sula, Cortés",0,HR-AWG,http://www.baaa-acro.com/crash/crash-bae-jetstream-31-san-pedro-sula
"Dec 29, 2012",Tupolev TU-204,"Moscow, Moscow oblast",5,RA-64047,http://www.baaa-acro.com/crash/crash-tupolev-tu-204-100v-moscow-5-killed
"Dec 25, 2012",Fokker 100,"Heho, Shan State",2,XY-AGC,http://www.baaa-acro.com/crash/crash-fokker-100-heho-2-killed
"Dec 25, 2012",Antonov AN-72,"Shymkent, South Kazakhstan",27,UP-72859,http://www.baaa-acro.com/crash/crash-antonov-72-shymkent-27-killed
"Dec 24, 2012",Piper PA-31-350 Navajo Chieftain,"Leesburg, Florida",1,N78WM,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-leesburg-1-killed
"Dec 22, 2012",Swearingen SA227 Metro III,"Sanikiluaq, Nunavut",1,C-GFWX,http://www.baaa-acro.com/crash/crash-swearingen-sa227ac-metro-iii-sanikiluaq-1-killed
"Dec 19, 2012",Beechcraft 100 King Air,"Libby, Montana",2,N499SW,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-b100-libby-2-killed
"Dec 18, 2012",Piper PA-31-350 Navajo Chieftain,"Payson, Arizona",1,N62959,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-payson-1-killed
"Dec 17, 2012",Antonov AN-26,"Tomas, Lima",4,OB-1887-P,http://www.baaa-acro.com/crash/crash-antonov-26-100-near-tomas-4-killed
"Dec 15, 2012",Piper PA-31 Cheyenne,"Ely, Nevada",2,N93CN,http://www.baaa-acro.com/crash/crash-piper-pa-31t1-cheyenne-i-ely-2-killed
"Dec 14, 2012",Beechcraft 90 King Air,"Amarillo, Texas",2,N67PS,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-e90-near-amarillo-2-killed
"Dec 9, 2012",Learjet 25,"Mexico, All Mexico",7,N345MC,http://www.baaa-acro.com/crash/crash-learjet-25-near-iturbide-7-killed
"Dec 8, 2012",Fletcher FU-24,"Rotorua, Bay of Plenty Regional Council",1,ZK-EMX,http://www.baaa-acro.com/crash/crash-pac-fletcher-fu-24a-954-near-rotorua-1-killed
"Dec 8, 2012",Cessna 421C Golden Eagle III,"Palm Beach County Park-Lantana, Florida",1,N297DB,http://www.baaa-acro.com/crash/crash-cessna-421c-golden-eagle-iii-lantana-1-killed
"Dec 7, 2012",Britten-Norman Islander,"La Yesca, Nayarit",0,XC-UPJ,http://www.baaa-acro.com/crash/crash-britten-norman-bn-2a-7-islander-la-yesca
"Dec 5, 2012",Douglas C-47 Skytrain (DC-3),"South Africa, All South Africa",11,6840,http://www.baaa-acro.com/crash/crash-ami-turbo-c-47tp-drakensberg-mountains-11-killed
"Nov 30, 2012",Ilyushin II-76,"Brazzaville, Brazzaville City District",32,EK-76300,http://www.baaa-acro.com/crash/crash-ilyushin-ii-76t-brazzaville-32-killed
"Nov 28, 2012",Comp Air CA-8,"Merritt Island, Florida",0,N155JD,http://www.baaa-acro.com/crash/crash-comp-air-ca-8-merritt-island
"Nov 27, 2012",Embraer EMB-120 Brasília,"Moroni, All Comoros Islands",0,D6-HUA,http://www.baaa-acro.com/crash/crash-embraer-emb-120er-brasilia-moroni
"Nov 26, 2012",Cessna 421C Golden Eagle III,"Wells, Texas",1,N67SR,http://www.baaa-acro.com/crash/crash-cessna-421c-golden-eagle-iii-wells-1-killed
"Nov 25, 2012",Piper PA-31-350 Navajo Chieftain,"Johannesburg, Gauteng",0,ZS-JHN,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-johannesburg
"Nov 25, 2012",PZL-Mielec AN-2,"Yugorsk, Khantia-Mansia okrug",1,RA-33589,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-yugorsk-1-killed
"Nov 21, 2012",Antonov AN-26,"Sana'a, Sana'a (صنعاء)",10,420,http://www.baaa-acro.com/crash/crash-antonov-26-sanaa-10-killed
"Nov 21, 2012",Antonov AN-26,"Deputatsky, Republic of Yakutia (Sakha)",0,RA-26061,http://www.baaa-acro.com/crash/crash-antonov-26b-100-deputatsky
"Nov 19, 2012",Antonov AN-26,"Yida, Unity (الوحدة)",0,3X-GFN,http://www.baaa-acro.com/crash/crash-antonov-26b-100-yida
"Nov 18, 2012",Cessna 208B Grand Caravan,"Snow Lake, Manitoba",1,C-GAGP,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-snow-lake-1-killed
"Nov 17, 2012",Cessna 550 Citation II,"Greenwood, South Carolina",0,N6763L,http://www.baaa-acro.com/crash/crash-cessna-550-citation-ii-greenwood
"Nov 16, 2012",Airbus A300,"Bratislava, Bratislava Region",0,EI-EAC,http://www.baaa-acro.com/crash/crash-airbus-a300b4-203f-bratislava
"Nov 15, 2012",Fokker 50,"Aweil, Northern Bahr el Ghazal (شمال بحر الغزال)",0,5Y-CAN,http://www.baaa-acro.com/crash/crash-fokker-50-aweil
"Nov 11, 2012",Cessna 525 CJ3,"São Paulo, São Paulo",0,PR-MRG,http://www.baaa-acro.com/crash/crash-cessna-525-cj3-sao-paulo
"Nov 10, 2012",Cessna 421C Golden Eagle III,"United States of America, All United States of America",2,N700EM,http://www.baaa-acro.com/crash/crash-cessna-421c-golden-eagle-iii-shaver-lake-2-killed
"Nov 9, 2012",Casa C-295M,"Mende, Lozère",6,7T-WGF,http://www.baaa-acro.com/crash/crash-casa-c-295m-near-mende-6-killed
"Nov 6, 2012",Piper PA-31 Cheyenne,"Curitiba, Paraná",4,PT-MFW,http://www.baaa-acro.com/crash/crash-piper-pa-31-cheyenne-curitiba-4-killed
"Nov 6, 2012",Cessna 208B Grand Caravan,"Wichita, Kansas",1,N793FE,http://www.baaa-acro.com/crash/crash-cessna-208b-super-cargomaster-wichita-1-killed
"Oct 30, 2012",Let 410UVP,"Butembo, Nord-Kivu",0,9Q-CAZ,http://www.baaa-acro.com/crash/crash-let-410uvp-butembo
"Oct 28, 2012",Beechcraft 1900D,"Bir Kalait, Wadi Fira",0,TT-ABB,http://www.baaa-acro.com/crash/crash-beechcraft-1900d-bir-kalait
"Oct 25, 2012",Cessna 208 Caravan,"Yola, Adamawa",0,5N-BMJ,http://www.baaa-acro.com/crash/crash-cessna-208-caravan-yola
"Oct 22, 2012",Beechcraft 90 King Air,"Sturtevant, Wisconsin",0,N821DA,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-b90-sturtevant
"Oct 19, 2012",Antonov AN-12,"Shindand, Herat",0,EK-12112,http://www.baaa-acro.com/crash/crash-antonov-12-shindand
"Oct 15, 2012",Grumman C-1A Trader,"Skwentna, Alaska",1,N27PH,http://www.baaa-acro.com/crash/crash-grumman-c-1a-trader-near-skwentna-1-killed
"Oct 14, 2012",Boeing 737-800,"Antalya, Mediterranean Region (Akdeniz Bölgesi)",0,TC-TJK,http://www.baaa-acro.com/crash/fire-boeing-737-8kn-antalya
"Oct 13, 2012",McDonnell Douglas MD-11,"Campinas-Viracopos, São Paulo",0,N988AR,http://www.baaa-acro.com/crash/crash-mcdonnell-douglas-md-11f-campinas
"Oct 12, 2012",Beriev Be-12,"Kacha NAS, Autonomous Republic of Crimea",3,18,http://www.baaa-acro.com/crash/crash-beriev-be-12ps-chayka-kacha-nas-3-killed
"Oct 8, 2012",Socata TBM-850,"Calabogie, Ontario",1,C-FBKK,http://www.baaa-acro.com/crash/crash-socata-tbm-850-ontario-1-killed
"Oct 7, 2012",Antonov AN-12,"Khartoum, Khartoum (الخرطوم)",15,ST-ASA,http://www.baaa-acro.com/crash/crash-antonov-12bp-khartoum-15-killed
"Oct 7, 2012",Britten-Norman Islander,"Saint John's, All Antigua",3,VP-MON,http://www.baaa-acro.com/crash/crash-britten-norman-bn-2a-26-islander-saint-johns-3-killed
"Oct 3, 2012",PAC 750XL - Pacific Aerospace Corporation,"Korupun, Special Region of West Papua",2,PK-RWT,http://www.baaa-acro.com/crash/crash-pac-750xl-nearn-korupun-2-killed
"Oct 1, 2012",De Havilland DH.84 Dragon,"Australia, All Australia",6,VH-UXG,http://www.baaa-acro.com/crash/crash-de-havilland-dh84-dragon-near-gympie-6-killed
"Sep 30, 2012",Cessna 414 Chancellor,"Innsbruck, Tyrol",6,N738W,http://www.baaa-acro.com/crash/crash-cessna-414a-chancellor-innsbruck-6-killed
"Sep 28, 2012",Dornier DO228,"Kathmandu, Bagmati",19,9N-AHA,http://www.baaa-acro.com/crash/crash-dornier-do228-202-kathmandu-19-killed
"Sep 27, 2012",Piper PA-31-350 Navajo Chieftain,"Constanza, La Vega",2,N711WX,http://www.baaa-acro.com/crash/crash-piper-pa-31-navajo-chieftain-constanza-2-killed
"Sep 22, 2012",Raytheon 390 Premier I,"New Delhi, National Capital Territory of Delhi",0,VT-UPN,http://www.baaa-acro.com/crash/crash-raytheon-390-premier-ia-new-delhi
"Sep 18, 2012",Beechcraft Beechjet 400,"Macon, Georgia",0,N428JD,http://www.baaa-acro.com/crash/crash-beechcraft-beechjet-400a-macon
"Sep 15, 2012",Learjet 24,"Rønne (Bornholm Island), Hovedstaden",0,D-CMMM,http://www.baaa-acro.com/crash/crash-learjet-24d-ronne
"Sep 12, 2012",PZL-Mielec AN-28,"Palana, Kamchatka Krai",10,RA-28715,http://www.baaa-acro.com/crash/crash-pzl-mielec-28-palana-10-killed
"Sep 7, 2012",Cessna 402,"Rome, Lazio",2,I-ERJA,http://www.baaa-acro.com/crash/crash-cessna-402b-rome-2-killed
"Sep 7, 2012",Beechcraft 90 King Air,"Lohegaon, Maharashtra",0,VT-KPC,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-90-lohegaon
"Sep 5, 2012",Cessna 421B Golden Eagle II,"Fort Worth, Texas",0,N69924,http://www.baaa-acro.com/crash/crash-cessna-421b-golden-eagle-ii-fort-worth
"Aug 31, 2012",ATR42-500,"Lahore, Punjab (پنجاب)",0,AP-BHJ,http://www.baaa-acro.com/crash/crash-atr42-500-lahore
"Aug 30, 2012",Britten-Norman Islander,"Hualien, Hualien County (花蓮縣)",3,B-68801,http://www.baaa-acro.com/crash/crash-britten-norman-islander-near-jhuosi-3-killed
"Aug 25, 2012",De Havilland DHC-2 Beaver,"Kenai, Alaska",0,N314HA,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-big-river-lake
"Aug 24, 2012",Pilatus PC-12,"Montbéliard, Doubs",4,HB-FPZ,http://www.baaa-acro.com/crash/crash-pilatus-pc-1247-solemont-4-killed
"Aug 24, 2012",Piper PA-31-350 Navajo Chieftain,"Samarinda, East Kalimantan",4,PK-IWH,http://www.baaa-acro.com/crash/crash-piper-pa-31-350-navajo-chieftain-kutai-national-park-4-killed
"Aug 22, 2012",Let 410UVP,"Ngerende, Rift Valley",4,5Y-UVP,http://www.baaa-acro.com/crash/crash-let-410uvp-e9-ngerende-4-killed
"Aug 22, 2012",Cessna 421 Golden Eagle,"Annino AFB, Leningrad oblast",2,RA-0879G,http://www.baaa-acro.com/crash/crash-cessna-421c-golden-eagle-iii-annino-afb-2-killed
"Aug 19, 2012",Antonov AN-26,"Talodi, South Kordofan (جنوب كردفان)",32,ST-ARL,http://www.baaa-acro.com/crash/crash-antonov-26-100-talodi-32-killed
"Aug 18, 2012",Pilatus PC-6 (Porter & Turbo Porter),"Granville, Manche",0,F-GMJG,http://www.baaa-acro.com/crash/crash-pilatus-pc-6b2-h2-turbo-porter-granville
"Aug 11, 2012",Beechcraft G18,"Taylorville, Illinois",1,N697Q,http://www.baaa-acro.com/crash/crash-beechcraft-g18-taylorville-1-killed
"Aug 6, 2012",Embraer EMB-505 Phenom 300,"Altenrhein, Saint Gallen",0,CN-MBR,http://www.baaa-acro.com/crash/crash-embraer-emb-505-phenom-300-altenrhein
"Aug 2, 2012",Cessna 500 Citation,"Santiago de Compostela, Galicia",2,EC-IBA,http://www.baaa-acro.com/crash/crash-cessna-500-citation-santiago-de-compostella-2-killed
"Jul 28, 2012",Beechcraft 200 Super King Air,"Juiz de Fora, Minas Gerais",8,PR-DOC,http://www.baaa-acro.com/crash/crash-beechcraft-super-king-air-b200-juiz-de-fora-8-killed
"Jul 24, 2012",Piper PA-31-350 Navajo Chieftain,"Jacarepaguá, Rio de Janeiro",0,PT-WOT,http://www.baaa-acro.com/crash/crash-piper-pa-31-310-navajo-c-jacarepagua
"Jul 22, 2012",Let 410UVP,"Bolshoe Gryzlovo, Moscow oblast",1,RF-00138,http://www.baaa-acro.com/crash/crash-let-410uvp-e3-bolshoe-gryzlovo-1-killed
"Jul 19, 2012",PZL-Mielec AN-2,"Padali, Khabarovsk Krai",0,RA-40934,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-padali
"Jul 17, 2012",Canadair RegionalJet CRJ-200,"Saint George, Utah",1,N865AS,http://www.baaa-acro.com/crash/crash-canadair-crj-200er-saint-george-1-killed
"Jul 13, 2012",Gulfstream GIV,"Le Castellet, Var",3,N823GA,http://www.baaa-acro.com/crash/crash-gulfstream-giv-le-castellet-3-killed
"Jul 12, 2012",Embraer EMB-121 Xingu,"Angra dos Reis, Rio de Janeiro",3,PT-MAB,http://www.baaa-acro.com/crash/crash-embraer-emb-121a1-xingu-ii-angra-dos-reis-3-killed
"Jul 12, 2012",Harbin Yunsunji Y-12,"Nouakchott, Nouakchott City District",7,5T-MAE,http://www.baaa-acro.com/crash/crash-harbin-yunsunji-y-12-ii-nouakchott-7-killed
"Jul 7, 2012",Beechcraft 90 King Air,"Karnack, Texas",1,N987GM,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-e90-karnack-1-killed
"Jul 6, 2012",Embraer EMB-820 Navajo,"Espinosa, Minas Gerais",1,PT-ENG,http://www.baaa-acro.com/crash/crash-embraer-emb-820c-navajo-near-espinosa-1-killed
"Jul 4, 2012",Rockwell Sabreliner 75,"El Palomar AFB, Buenos Aires province",0,AE-175,http://www.baaa-acro.com/crash/crash-rockwell-sabreliner-75a-el-palomar
"Jul 3, 2012",Piper PA-31 Cheyenne,"Honduras, All Honduras",1,PT-OFH,http://www.baaa-acro.com/crash/crash-piper-pa-31t-cheyenne-ii-honduras-1-killed
"Jul 1, 2012",Lockheed C-130 Hercules,"South Dakota, South Dakota",4,93-1458,http://www.baaa-acro.com/crash/crash-lockheed-c-130h-hercules-near-edgemont-4-killed
"Jul 1, 2012",Technoavia SM-92 Turbo Finist,"Bollullos de la Mitación-La Juliana, Andalusia",0,HA-NAH,http://www.baaa-acro.com/crash/crash-technoavia-sm-92g-turbo-finist-bollullos-de-la-mitacion
"Jun 30, 2012",Piper PA-31-350 Navajo Chieftain,"Dalton, Georgia",1,N33CG,http://www.baaa-acro.com/crash/crash-piper-pa-31p-425-navajo-dalton-1-killed
"Jun 27, 2012",Ilyushin II-76,"Tver, Tver oblast",0,RA-76761,http://www.baaa-acro.com/crash/crash-ilyushin-ii-76md-tver
"Jun 23, 2012",Cessna 207 Skywagon/Stationair,"Bucharest, București",0,D-EBBG,http://www.baaa-acro.com/crash/crash-cessna-207-skywagon-clinceni
"Jun 23, 2012",Cessna 208B Grand Caravan,"Melgar, Tolima",4,EJC-1131,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-la-leona-4-killed
"Jun 22, 2012",Beechcraft 90 King Air,"Morgantown, West Virginia",1,N508GT,http://www.baaa-acro.com/crash/crash-beechcraft-king-air-c90gt-morgantown-1-killed
"Jun 21, 2012",Fokker F27 Friendship,"Jakarta, City District of Jakarta",11,A-2708,http://www.baaa-acro.com/crash/crash-fokker-f27-friendship-400m-jakarta-11-killed
"Jun 20, 2012",Grumman G-159 Gulfstream I,"Pweto, Katanga",0,9Q-CIT,http://www.baaa-acro.com/crash/crash-grumman-g-159-gulfstream-gi-pweto
"Jun 18, 2012",Beechcraft Beechjet 400,"Atlanta, Georgia",0,N826JH,http://www.baaa-acro.com/crash/crash-beechcraft-beechjet-400a-atlanta
"Jun 16, 2012",ATR42-300,"Jersey, Channel Islands",0,G-DRFC,http://www.baaa-acro.com/crash/crash-atr42-320-jersey
"Jun 12, 2012",Avro 748,"Sandy Lake, Ontario",0,C-FTTW,http://www.baaa-acro.com/crash/ground-fire-avro-748-sandy-lake
"Jun 11, 2012",PZL-Mielec AN-2,"Serov, Sverdlovsk oblast",13,RA-40312,http://www.baaa-acro.com/crash/crash-pzl-mielec-2r-serov-13-killed
"Jun 10, 2012",Let 410UVP,"Borodyanka, Kiev oblast",5,UR-SKD,http://www.baaa-acro.com/crash/crash-let-410uvp-borodyanka-5-killed
"Jun 7, 2012",Pilatus PC-12,"Lake Wales, Florida",6,N950KA,http://www.baaa-acro.com/crash/crash-pilatus-pc-1247-lake-wales-6-killed
"Jun 7, 2012",Learjet 60,"Aspen, Colorado",0,N500SW,http://www.baaa-acro.com/crash/crash-learjet-60-aspen
"Jun 6, 2012",Swearingen SA227 Metro III,"Montevideo, Montevideo City District",2,CX-LAS,http://www.baaa-acro.com/crash/crash-swearingen-sa227ac-metro-iii-montevideo-2-killed
"Jun 3, 2012",McDonnell Douglas MD-83,"Lagos, Lagos",163,5N-RAM,http://www.baaa-acro.com/crash/crash-mcdonnell-douglas-md-83-lagos-163-killed
"Jun 3, 2012",Lockheed P-2 Neptune,"Utah, Utah",2,N14447,http://www.baaa-acro.com/crash/crash-lockheed-p-2-neptune-utah-2-killed
"Jun 2, 2012",Boeing 727-200,"Accra, Greater Accra",12,5N-BJN,http://www.baaa-acro.com/crash/crash-boeing-727-221f-accra-12-killed
"Jun 1, 2012",Boeing 737-400,"Pontianak-Supadio, West Kalimantan",0,PK-CJV,http://www.baaa-acro.com/crash/crash-boeing-737-4y0-pontianak
"May 25, 2012",De Havilland DHC-2 Beaver,"Cochrane, Ontario",2,C-FGBF,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-lillabelle-lake-2-killed
"May 25, 2012",Cessna 208B Grand Caravan,"Lézignan-Corbières, Aude",0,D-FAAF,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-lezignan-corbieres
"May 23, 2012",Antonov AN-30,"Čáslav, Central Bohemian Region (Stredočesky kraj)",0,04 black,http://www.baaa-acro.com/crash/crash-antonov-30b-caslav-air-base
"May 18, 2012",Rockwell Shrike Commander 500S,"Iquique, Región de Tarapacá",2,CC-CGX,http://www.baaa-acro.com/crash/crash-rockwell-shrike-commander-500s-iquique-2-killed
"May 14, 2012",Dornier DO228,"Jomsom, Dhawalagiri",15,9N-AIG,http://www.baaa-acro.com/crash/crash-dornier-do228-212-jomsom-15-killed
"May 13, 2012",De Havilland DHC-2 Beaver,"Kelowna, British Columbia",3,C-GCZA,http://www.baaa-acro.com/crash/crash-de-havilland-dhc-2-beaver-near-peachland-3-killed
"May 11, 2012",Cessna 401,"Chanute, Kansas",4,N9DM,http://www.baaa-acro.com/crash/crash-cessna-401-near-chanute-4-killed
"May 11, 2012",Convair CV-580,"Guatemala City, Guatemala",0,N171FL,http://www.baaa-acro.com/crash/crash-convair-cv-580f-guatemala-city
"May 9, 2012",Sukhoi Superjet 100-95,"Jakarta, City District of Jakarta",45,RA-97004,http://www.baaa-acro.com/crash/crash-sukhoi-superjet-100-95-mt-salak-45-killed
"May 5, 2012",Piper PA-42 Cheyenne,"Grand Case, Saint-Martin",4,F-GXES,http://www.baaa-acro.com/crash/crash-piper-pa-42-720-cheyenne-iii-grand-case-4-killed
"May 2, 2012",Cessna 208B Grand Caravan,"Yambio, Western Equatoria (غرب الاستوائية)",0,5Y-NGO,http://www.baaa-acro.com/crash/crash-cessna-208b-grand-caravan-yambio
"May 1, 2012",Airbus A300-600,"Jeddah, Makkah l-Mukarramah (مكة المكرمة)",0,TC-OAG,http://www.baaa-acro.com/crash/crash-airbus-a300b4-605-jeddah
"Apr 30, 2012",ATR72-500,"Dhaka, Dhaka",0,60314,http://www.baaa-acro.com/crash/crash-atr72-500-dhaka
"Apr 28, 2012",Antonov AN-24,"Galkayo, Mudug (مدق‎)",0,3X-GEB,http://www.baaa-acro.com/crash/crash-antonov-24rv-galkayo
"Apr 27, 2012",Boeing 727-200,"Mexicali, Baja California",0,XB-MNP,http://www.baaa-acro.com/crash/crash-boeing-727-212-laguna-salada
"Apr 25, 2012",Pilatus PC-6 (Porter & Turbo Porter),"Muaritan, West Kalimantan",2,PK-VVQ,http://www.baaa-acro.com/crash/crash-pilatus-pc-6b2-h4-turbo-porter-muaritan-2-killed
"Apr 21, 2012",Curtiss C-46 Commando,"Santa Cruz, Santa Cruz",3,CP-1319,http://www.baaa-acro.com/crash/crash-curtiss-c-46f-1-cu-santa-cruz-3-killed
